Series_Title,Released_Year,Genre,IMDB_Rating,language
Eraserhead,1977,"Horror, Fantasy",7.357,en
American Nightmare,2002,"Crime, Horror, Thriller",4.991,en
An Officer and a Gentleman,1982,"Drama, Romance",7.025,en
Risky Business,1983,"Romance, Comedy, Drama",6.617,en
Bicentennial Man,1999,"Science Fiction, Drama",7.3,en
Seven Psychopaths,2012,"Comedy, Crime",6.822,en
The Birdcage,1996,Comedy,7.034,en
Mr. Nobody,2009,"Science Fiction, Drama, Romance",7.81,en
How to Have Sex,2023,Drama,6.221,en
Daddy Day Care,2003,"Comedy, Family",5.904,en
Darkness of Man,2024,"Action, Crime, Thriller",6.539,en
Dangerous Minds,1995,Drama,6.976,en
Lee,2024,"History, Drama, War",7.08,en
Easy Rider,1969,"Adventure, Drama",7.065,en
The Thing,2011,"Horror, Science Fiction, Mystery",6.229,en
Collide,2016,"Thriller, Action",5.523,en
Paycheck,2003,"Action, Adventure, Mystery, Science Fiction, Thriller",6.21,en
The Party at Kitty and Stud's,1970,"Comedy, Drama",3.8,en
Crocodile Dundee,1986,"Adventure, Comedy",6.413,en
After Earth,2013,"Science Fiction, Action, Adventure",5.183,en
Robin Hood: Men in Tights,1993,Comedy,6.602,en
Dennis the Menace,1993,"Family, Comedy",5.866,en
The Tragedy of Macbeth,2021,"Drama, War",6.917,en
South Park: The End of Obesity,2024,"Animation, Comedy, TV Movie",7.507,en
Seventh Son,2014,"Adventure, Fantasy",5.521,en
House of Ga'a,2024,"Action, History",5.5,en
The Florida Project,2017,Drama,7.432,en
Aloha,2015,"Drama, Comedy, Romance",5.514,en
In the Heat of the Night,1967,"Crime, Drama, Mystery, Thriller",7.643,en
Chicago,2002,"Comedy, Crime, Drama",7.117,en
McLintock!,1963,"Western, Comedy",6.6,en
Kids,1995,"Drama, Crime",6.894,en
Raptor,2001,"Horror, Thriller",3.925,en
Child's Play 2,1990,"Horror, Thriller",6.319,en
Stuck in Love,2013,"Drama, Comedy",7.4,en
The Rite,2011,"Drama, Thriller, Horror",6.116,en
RoboCop 2,1990,"Action, Adventure, Crime, Science Fiction, Thriller",6.021,en
Bereavement,2010,"Crime, Horror",5.3,en
The Pink Panther,2006,"Comedy, Mystery, Crime, Adventure, Family",5.842,en
Scorned,1993,"Drama, Thriller",5,en
The Rescuers,1977,"Fantasy, Family, Animation, Adventure",6.778,en
Here Comes the Boom,2012,"Comedy, Action, Drama",6.205,en
Do You Believe?,2015,Drama,6.474,en
"Oh, Canada",2024,Drama,6.092,en
The Last House on the Left,2009,"Crime, Thriller, Horror, Drama",6.487,en
Overlord,2018,"Horror, War, Science Fiction",6.727,en
Paws of Fury: The Legend of Hank,2022,"Animation, Adventure, Comedy, Family",6.648,en
Addicted,2014,"Drama, Thriller",5.9,en
Boy Kills World,2024,"Crime, Thriller, Action",6.784,en
Batman: Mask of the Phantasm,1993,"Action, Animation, Crime, Mystery, Drama",7.494,en
Marie Antoinette,2006,"Drama, History",6.697,en
Practical Magic,1998,"Romance, Comedy, Fantasy",6.786,en
Mannequin,1987,"Comedy, Romance, Fantasy",6.86,en
Little Nicky,2000,"Comedy, Fantasy",5.856,en
Payback,1999,"Action, Drama, Crime, Thriller",6.832,en
The King of Comedy,1982,"Drama, Comedy",7.779,en
Crash,1996,"Thriller, Drama",6.43,en
27 Dresses,2008,"Comedy, Romance",6.4,en
Minari,2021,Drama,7.338,en
The Danish Girl,2015,Drama,7.567,en
Downton Abbey: A New Era,2022,"Drama, Romance",7.211,en
We Bought a Zoo,2011,"Drama, Comedy, Family",6.804,en
Bones and All,2022,"Horror, Romance, Drama",7,en
Heaven Is for Real,2014,Drama,6.728,en
Gracie & Pedro: Pets to the Rescue,2024,"Animation, Adventure, Comedy, Family",6.665,en
Trouble with the Curve,2012,"Drama, Romance",6.992,en
The Game Plan,2007,"Comedy, Family",6.5,en
Widow Clicquot,2024,Drama,6.679,en
The Fourth Kind,2009,"Mystery, Science Fiction, Thriller",6.334,en
Ferrari,2023,"History, Drama",6.38,en
Saw V,2008,"Horror, Thriller, Crime",6.166,en
Attack,1956,"Drama, War",6.7,en
Mine,2016,"War, Thriller",6.6,en
Vacation Friends,2021,Comedy,7.035,en
The Grudge,2004,"Horror, Mystery, Thriller",5.909,en
Disturbia,2007,"Thriller, Drama, Mystery",6.69,en
All About Eve,1950,Drama,8.081,en
Pet Sematary,1989,"Horror, Drama, Fantasy, Thriller",6.627,en
Ordinary Angels,2024,Drama,7.754,en
Hostel: Part II,2007,Horror,5.8,en
No Time to Spy: A Loud House Movie,2024,"Animation, Action, Adventure, Comedy, Family",7,en
The Endless,2017,"Science Fiction, Horror, Thriller",6.321,en
Wild,2014,Drama,7.004,en
Dog Day Afternoon,1975,"Crime, Drama, Thriller",7.843,en
Along Came Polly,2004,"Comedy, Romance",6.023,en
Haunted Mansion,2023,"Comedy, Drama, Fantasy, Horror",6.475,en
Escape from L.A.,1996,"Action, Adventure, Science Fiction, Thriller",5.867,en
Forbidden Planet,1956,"Science Fiction, Adventure",7.257,en
Hall Pass,2011,"Comedy, Romance",5.711,en
Lie with Me,2006,Drama,5.2,en
Barbie and the Three Musketeers,2009,"Animation, Family",7.286,en
Jesus Christ Vampire Hunter,2001,"Action, Comedy, Horror",4.9,en
Disenchanted,2022,"Comedy, Family, Fantasy",6.714,en
Enemy Mine,1985,"Drama, Science Fiction",6.946,en
The Next Karate Kid,1994,"Action, Drama, Family, Adventure",5.4,en
Wicked Little Letters,2024,"Comedy, Drama, Mystery",6.944,en
The War with Grandpa,2020,"Comedy, Family",6.431,en
The Burial,2023,"Drama, History",7.11,en
Absolutely Anything,2015,"Comedy, Science Fiction",5.898,en
Dream Scenario,2023,"Comedy, Fantasy",6.655,en
Caveat,2021,"Horror, Mystery",6.276,en
American Ninja 2: The Confrontation,1987,Action,5.464,en
Home Alone 4,2002,"Comedy, Family, TV Movie",4.502,en
The League of Extraordinary Gentlemen,2003,"Fantasy, Action, Thriller, Science Fiction",5.972,en
Unthinkable,2010,"Drama, Thriller",6.8,en
Nefarious,2023,"Horror, Drama",6.732,en
Sense and Sensibility,1995,"Drama, Romance",7.42,en
Waiting...,2005,"Comedy, Romance",6.234,en
Sexual Predator,2001,"Drama, Thriller",4.806,en
The Manchurian Candidate,1962,"Thriller, Drama",7.526,en
Tag,2018,"Comedy, Action",6.708,en
Doctor Dolittle,1998,"Comedy, Family, Fantasy",5.71,en
Poison,2023,"Comedy, Thriller",6.874,en
The Assassination of Jesse James by the Coward Robert Ford,2007,"Drama, Western",7.04,en
Steven Universe: The Movie,2019,"TV Movie, Adventure, Animation, Comedy, Fantasy, Music, Science Fiction, Action, Drama",8.164,en
Alone,2020,"Horror, Thriller",5.9,en
Babylon A.D.,2008,"Action, Adventure, Science Fiction, Thriller",5.7,en
The Little Hours,2017,Comedy,5.875,en
The Omen,1976,"Horror, Thriller",7.407,en
Copper Mountain,1983,"Comedy, Music, TV Movie",2.9,en
Grimsby,2016,"Action, Comedy",5.955,en
Overboard,1987,"Comedy, Romance",6.825,en
?on Flux,2005,"Science Fiction, Action, Thriller",5.629,en
A Time to Kill,1996,"Crime, Drama, Thriller",7.377,en
Hell or High Water,2016,"Western, Crime, Drama",7.302,en
Teen Titans: Trouble in Tokyo,2006,"Animation, Action, Science Fiction, TV Movie",7.869,en
Dragonheart: Vengeance,2020,"Fantasy, Action, Adventure",6.807,en
Mowgli: Legend of the Jungle,2018,"Adventure, Drama",6.471,en
Ali,2001,Drama,6.764,en
The Mother,2023,"Action, Thriller",6.636,en
Rio Bravo,1959,Western,7.807,en
Champions,2023,"Comedy, Drama",6.729,en
Witness for the Prosecution,1957,"Drama, Mystery, Crime",8.216,en
Survivor,2015,"Action, Crime, Mystery, Thriller",5.7,en
Oldboy,2013,"Drama, Thriller, Mystery, Action",5.916,en
Phenomenon,1996,"Drama, Romance, Science Fiction, Fantasy",6.458,en
Hummingbird,2013,"Action, Thriller",6.18,en
Love at First Sight,2023,"Romance, Drama",7.223,en
The Mule,2018,"Crime, Drama",6.858,en
Moulin Rouge!,2001,"Drama, Romance, Music",7.552,en
The Monster of Camp Sunshine or How I Learned to Stop Worrying and Love Nature,1964,"Comedy, Horror",3.364,en
Crash,2005,Drama,7.216,en
This Means War,2012,"Action, Comedy, Romance",6.185,en
Death on the Nile,1978,Mystery,7.1,en
You Are So Not Invited to My Bat Mitzvah,2023,Comedy,6.415,en
The Bricklayer,2023,"Action, Thriller",5.8,en
A Fish Called Wanda,1988,"Comedy, Crime",7.206,en
Hairspray,2007,"Comedy, Romance, Drama",6.666,en
Star Wars: The Clone Wars,2008,"Animation, Action, Science Fiction, Adventure",6.144,en
Baghead,2023,Horror,6.517,en
Lawless,2012,"Crime, Drama, Western",7.061,en
All About Anna,2005,"Comedy, Drama, Romance",3.6,en
Underwater,2020,"Horror, Science Fiction, Action, Adventure",6.29,en
The Lord of the Rings,1978,"Adventure, Animation, Fantasy",6.606,en
Endless Love,1981,"Romance, Drama",5.73,en
The Invisible Man,2020,"Thriller, Science Fiction, Horror",7.111,en
Sweet November,2001,"Drama, Romance",6.871,en
The Contractor,2022,"Action, Thriller",6.367,en
The Monkey King,2023,"Animation, Fantasy, Adventure, Family, Comedy",6.558,en
Watcher,2022,"Horror, Mystery, Thriller",6.473,en
Armored,2009,"Action, Crime, Drama, Thriller, Mystery",5.7,en
Drive Angry,2011,"Fantasy, Thriller, Action, Crime",5.527,en
Behind Enemy Lines,2001,"Action, Drama, Thriller, War",6.414,en
Match Point,2005,"Drama, Thriller, Crime, Romance",7.359,en
Fried Green Tomatoes,1991,"Drama, Comedy",7.706,en
The Green Knight,2021,"Adventure, Drama, Fantasy",6.608,en
Cinderella,1965,"Fantasy, Romance, TV Movie, Music",6.4,en
The Ghost and the Darkness,1996,"Adventure, Thriller, History",6.819,en
I Am Number Four,2011,"Action, Thriller, Science Fiction, Adventure",6.18,en
Little Children,2006,"Drama, Romance",7.078,en
Unleashed,2005,"Action, Crime",6.935,en
Red Riding Hood,2011,"Thriller, Drama, Fantasy, Mystery, Horror",5.985,en
Carriers,2009,"Action, Drama, Horror, Science Fiction, Thriller",6.053,en
An Almost Christmas Story,2024,"Animation, Adventure, Fantasy, Family",7.2,en
Saturday Night Fever,1977,"Music, Drama",6.727,en
Marlowe,2023,Crime,5.749,en
Operation Black Ops,2023,"Action, Thriller",5.596,en
Sex and Breakfast,2007,"Comedy, Drama, Romance",5.5,en
"McFarland, USA",2015,"Drama, Family",7.456,en
Double Impact,1991,"Thriller, Action, Crime, Drama",6.18,en
Perfect Addiction,2023,"Drama, Romance",6.769,en
Mary and Max,2009,"Animation, Comedy, Drama",7.869,en
The Rental,2020,"Horror, Thriller",5.553,en
Senseless,1998,"Comedy, Romance",6.196,en
Freud's Last Session,2023,Drama,6.72,en
Resident Evil: Apocalypse,2004,"Horror, Action, Science Fiction",6.356,en
Death Race 2,2010,"Action, Thriller, Science Fiction",5.81,en
Quatermass 2,1957,"Science Fiction, Horror",6.436,en
John Tucker Must Die,2006,"Comedy, Romance",6.1,en
The Kissing Booth 3,2021,"Romance, Comedy",6.875,en
100 Mile Rule,2002,"Comedy, Thriller",5.167,en
Little,2019,"Comedy, Fantasy, Romance",6.879,en
See You on Venus,2023,"Romance, Drama",7,en
Punisher: War Zone,2008,"Action, Crime",5.818,en
The Thicket,2024,"Crime, Thriller, Western",6.5,en
Mortal Kombat: Annihilation,1997,"Action, Fantasy, Science Fiction",4.509,en
A Perfect Murder,1998,"Crime, Thriller, Drama",6.541,en
Honest Thief,2020,"Thriller, Action, Crime",6.498,en
Overboard,2018,"Romance, Comedy",6.7,en
Werewolf by Night,2022,"Action, Fantasy, Horror",6.971,en
Killers,2010,"Action, Comedy, Thriller, Romance",5.957,en
Project Gemini,2022,"Science Fiction, Thriller",5.7,en
Sniper: Rogue Mission,2022,"Action, Thriller, Mystery",6.168,en
Before Sunset,2004,"Drama, Romance",7.809,en
American Ninja,1985,Action,5.944,en
The Bucket List,2007,"Drama, Comedy",7.188,en
Police Academy 5: Assignment Miami Beach,1988,"Comedy, Crime",5.223,en
Lethal Weapon 4,1998,"Action, Adventure, Comedy, Crime, Thriller",6.598,en
Hustle,2022,"Drama, Comedy",7.736,en
The Amityville Horror,2005,Horror,6.14,en
Phantom Punch,2008,Drama,5.333,en
Black Lotus,2023,"Action, Crime, Mystery, Thriller",6.5,en
Damien - Omen II,1978,"Horror, Thriller",6.424,en
The Smurfs: A Christmas Carol,2011,"Animation, Comedy, Family",6.7,en
Wayne's World,1992,"Comedy, Music",6.703,en
The Ballad of Davy Crockett,2024,Action,5.2,en
Jules,2023,"Comedy, Science Fiction, Drama",7.2,en
Young Woman and the Sea,2024,"History, Drama",7.893,en
After.Life,2009,"Drama, Horror, Mystery, Thriller",6.313,en
Justice League: The Flashpoint Paradox,2013,"Animation, Science Fiction, Action, Adventure, Fantasy",7.886,en
What Keeps You Alive,2018,"Horror, Thriller",5.841,en
The Back-Up Plan,2010,"Comedy, Romance",6.141,en
Annie Hall,1977,"Comedy, Drama, Romance",7.739,en
Till Death,2021,"Horror, Thriller",6.713,en
The Rundown,2003,"Adventure, Action, Comedy, Thriller",6.451,en
Beowulf,2007,"Adventure, Action, Animation",5.9,en
Judge Dredd,1995,"Science Fiction, Action",5.8,en
V/H/S/Beyond,2024,"Horror, Science Fiction, Thriller",6.7,en
Mona Lisa Smile,2003,"Drama, History, Romance",6.93,en
Triple Threat,2019,"Thriller, Action",6.431,en
RV,2006,"Family, Comedy, Romance, Drama",5.867,en
Devil,2010,"Horror, Mystery, Thriller",6.089,en
Pompeii,2014,"Action, Adventure, History, Romance, Drama",5.538,en
Midnight Chronicles,2008,"Fantasy, Horror, Mystery",4.75,en
Magic Mike's Last Dance,2023,"Comedy, Drama, Romance",6.479,en
Selena Gomez: My Mind & Me,2022,"Documentary, Music",8.576,en
Green Zone,2010,"War, Action, Adventure, Drama, Thriller",6.483,en
Spy Kids 3-D: Game Over,2003,"Family, Action, Comedy, Adventure, Science Fiction",5.1,en
The Map of Tiny Perfect Things,2021,"Fantasy, Romance",7.126,en
The Art of Racing in the Rain,2019,"Drama, Romance",8.203,en
House of Gucci,2021,"Drama, Crime, History",6.588,en
Mortal Kombat Legends: Battle of the Realms,2021,"Animation, Action, Fantasy",7.6,en
No Exit,2022,"Thriller, Mystery, Horror",6.881,en
Ghost Ship,2002,"Horror, Mystery, Thriller",5.998,en
The Legend of Zorro,2005,"Action, Adventure, Western",6.125,en
Shoot Out,1971,Western,6.3,en
Tooth Fairy,2010,"Comedy, Family, Fantasy",5.5,en
Hoodwinked!,2005,"Animation, Comedy, Family, Crime, Music",6.233,en
Papillon,1973,"Crime, Drama",7.83,en
Step Up,2006,"Music, Drama, Romance, Crime",6.9,en
Lake Mungo,2009,"Horror, Thriller",6.192,en
Dogville,2003,"Crime, Drama, Thriller",7.771,en
Drive-Away Dolls,2024,"Comedy, Crime",5.47,en
Mary Queen of Scots,2018,"Drama, History",6.557,en
Return to the Blue Lagoon,1991,"Adventure, Drama",6.2,en
Gnomeo & Juliet,2011,"Animation, Family",5.879,en
Money Monster,2016,"Thriller, Drama",6.432,en
The Illusionist,2006,"Fantasy, Drama, Thriller, Romance",7.297,en
The Harder They Fall,2021,Western,6.646,en
Mystery Men,1999,"Adventure, Fantasy, Action, Comedy, Science Fiction",5.819,en
Going in Style,2017,"Crime, Comedy",6.701,en
A Dangerous Method,2011,"Drama, Thriller",6.352,en
Police Academy 2: Their First Assignment,1985,"Comedy, Crime",6.08,en
Beethoven,1992,"Family, Comedy",5.817,en
Kill Shot,2023,Action,9.112,en
Lars and the Real Girl,2007,"Comedy, Drama, Romance",7.193,en
The Handmaid's Tale,1990,"Drama, Science Fiction",6.2,en
Back to Black,2024,"Music, History, Drama",6.684,en
Miracles from Heaven,2016,"Family, Drama",7.5,en
Wall Street,1987,"Crime, Drama",7.166,en
Meet the Spartans,2008,"Comedy, Fantasy",4.084,en
To Live and Die in L.A.,1985,"Crime, Thriller, Action",7.101,en
Star Trek: Nemesis,2002,"Science Fiction, Action, Adventure, Thriller",6.296,en
Young Frankenstein,1974,Comedy,7.872,en
Bull Durham,1988,"Comedy, Romance",6.64,en
Hell House LLC II: The Abaddon Hotel,2018,"Horror, Mystery",5.635,en
Maestro,2023,"Drama, Romance, Music",6.307,en
A Bridge Too Far,1977,"Drama, History, War",7.232,en
Dirty Work,1998,Comedy,6.2,en
The Girl with All the Gifts,2016,"Action, Horror, Science Fiction",6.553,en
Abduction,2019,"Horror, Science Fiction, Thriller, Action",5.9,en
A Goofy Movie,1995,"Adventure, Comedy, Romance, Animation, Family",7,en
The Last Castle,2001,"Action, Drama, Thriller",7.158,en
The Unholy,2021,"Horror, Mystery",6.6,en
Stealth,2005,Science Fiction,5.4,en
Butch Cassidy and the Sundance Kid,1969,"Western, Adventure, Crime, Drama, History",7.602,en
Bait,2012,Horror,5.657,en
EverAfter,1998,"Drama, Romance, Comedy",7.4,en
Alone,2020,"Thriller, Horror",6.38,en
Weird Science,1985,"Comedy, Fantasy, Science Fiction",6.551,en
Bombshell,2019,Drama,6.789,en
The Fog,1980,Horror,6.719,en
Pleasure or Pain,2013,"Drama, Thriller",4.815,en
Joseph,1995,"Adventure, Drama, TV Movie",8.2,en
U.S. Marshals,1998,"Thriller, Crime, Action",6.527,en
Scooby-Doo! Camp Scare,2010,"Animation, Comedy, Family, Mystery",7.864,en
Barbie in A Mermaid Tale,2010,"Animation, Family, Fantasy",7.236,en
Date Night,2010,"Comedy, Action, Adventure",6.1,en
Silent Night,2023,"Action, Thriller, Crime",6.2,en
Abduction,2011,"Thriller, Action, Mystery",5.857,en
Paranormal Activity: Next of Kin,2021,"Horror, Mystery",6.1,en
Adore,2013,Drama,6.1,en
The Pagan Queen,2009,"Fantasy, History, Romance",4.119,en
Eastern Promises,2007,"Thriller, Crime, Mystery",7.357,en
Milk Money,1994,"Comedy, Romance, Drama",6.4,en
Last Seen Alive,2022,"Action, Thriller",6.4,en
Star Trek IV: The Voyage Home,1986,"Science Fiction, Adventure",7.15,en
FernGully 2: The Magical Rescue,1998,"Animation, Family",5.7,en
The Hill,2023,"History, Drama",7.684,en
The Shift,2023,Science Fiction,6.362,en
The Stepford Wives,2004,"Comedy, Science Fiction, Horror",5.685,en
CHiPS,2017,"Action, Comedy, Crime",6.126,en
Major Payne,1995,"Adventure, Comedy, Family",6.424,en
The Guest,2014,"Mystery, Thriller, Action",6.6,en
The Boogeyman,2023,Horror,6.397,en
"See No Evil, Hear No Evil",1989,"Comedy, Crime",6.739,en
Honor Society,2022,Comedy,7.5,en
The Last Man on Earth,1964,"Science Fiction, Horror",6.6,en
Body Heat,1981,"Thriller, Crime",6.964,en
Burn,2019,"Thriller, Crime, Action",5.985,en
The Hurricane Heist,2018,"Action, Adventure, Crime, Thriller",5.681,en
MouseHunt,1997,"Comedy, Family",6.5,en
The Fountain,2006,"Drama, Adventure, Science Fiction, Romance",6.913,en
Double Jeopardy,1999,"Drama, Thriller, Mystery",6.602,en
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Comedy,6.777,en
Breakthrough,2019,Drama,7.643,en
Kiss of the Dragon,2001,"Action, Crime, Thriller",6.885,en
Mothers' Instinct,2024,"Thriller, Drama",6.913,en
Fallen,1998,"Crime, Drama, Thriller",6.778,en
Pet Sematary II,1992,Horror,5.452,en
Day Shift,2022,"Action, Fantasy, Horror, Comedy, Thriller",6.781,en
Fences,2016,Drama,6.864,en
Phone Booth,2003,"Thriller, Crime",6.85,en
Moon,2009,"Science Fiction, Drama",7.565,en
Marley & Me,2008,"Comedy, Family",7.194,en
Dungeons & Dragons: Wrath of the Dragon God,2005,"Action, Adventure, Fantasy, TV Movie",4.602,en
Hot Pursuit,2015,"Action, Comedy",5.735,en
Obsession,1976,"Thriller, Mystery, Drama",6.6,en
Flashdance,1983,"Drama, Romance",6.493,en
Astro Boy,2009,"Animation, Action, Family, Science Fiction",6.3,en
Lock Up,1989,"Action, Crime, Drama, Thriller",6.815,en
Dawn of the Dead,1978,Horror,7.494,en
Status Update,2018,"Comedy, Fantasy, Science Fiction",7.286,en
West Side Story,2021,"Drama, Romance, Crime",6.968,en
Saturday Night's Main Event XXXVII,2024,Action,7.1,en
Three,2006,"Drama, Thriller",5.5,en
Cthulhu,2008,"Horror, Thriller",5,en
A Christmas Carol,1984,"Drama, Fantasy, TV Movie, Family",7.5,en
All the Bright Places,2020,"Romance, Drama",7.636,en
Sleeping Beauty,2011,"Drama, Romance",5.319,en
Interceptor,2022,"Action, Thriller, Adventure",6.1,en
The Raven,2012,"Crime, Thriller, Mystery",6.294,en
Deuce Bigalow: European Gigolo,2005,Comedy,5.3,en
Take Me Home Tonight,2011,"Comedy, Drama, Romance",5.986,en
A Million Miles Away,2023,"Drama, History",7.7,en
Little Fockers,2010,"Comedy, Romance",5.657,en
Ed Wood,1994,"Comedy, Drama, History",7.489,en
Cheaper by the Dozen,2003,"Comedy, Family, Drama",6.3,en
Bridget Jones: The Edge of Reason,2004,"Comedy, Romance",6.23,en
Poseidon,2006,"Adventure, Action, Drama, Thriller",5.865,en
The Princess,2022,"Action, Fantasy",6.8,en
Safehouse,2008,"Drama, Action, Thriller, Crime, Mystery, Romance",4.5,en
Self/less,2015,"Science Fiction, Action, Thriller",6.414,en
Dancer in the Dark,2000,"Drama, Crime",7.872,en
A Walk in the Clouds,1995,"Drama, Romance",7.336,en
What Happens in Vegas,2008,"Comedy, Romance",6.106,en
Mean Streets,1973,"Drama, Crime",7.08,en
They Call Me Bruce?,1982,"Action, Comedy, Thriller",5.2,en
Monster High: The Movie,2022,"Family, Fantasy, Comedy, Adventure",6.827,en
It Could Happen to You,1994,"Comedy, Drama, Romance",6.7,en
Precious,2009,Drama,7.316,en
Krampus,2015,"Horror, Comedy, Fantasy",6.194,en
